IDChamado;DataAbertura;Solicitante;Departamento;Categoria;DescricaoCurta;Urgencia;Status;TecnicoResponsavel;DataFechamento
HD-611;14/02/2025 14:22;Bruno Alves;Operações;Troca de senha;Usuário não consegue acessar o sistema;Crítica;Aberto;Gabriel;
HD-612;23/02/2025 10:57;Juliana Castro;TI;Troca de senha;Solicitação de instalação do Office;Alta;Pendente;Paulo;
HD-613;20/12/2024 13:35;Carlos Silva;TI;Erro em sistema;Troca de senha solicitada;Média;Em andamento;Guilherme;
HD-614;08/01/2025 16:30;Bruno Alves;Comercial;Problemas de rede;Usuário não consegue acessar o sistema;Alta;Resolvido;Guilherme;11/01/2025 10:30
HD-615;13/12/2024 09:01;Carlos Silva;RH;Falha em equipamento;Troca de senha solicitada;Crítica;Fechado;Gabriel;15/12/2024 08:12
HD-616;05/12/2024 10:08;Mariana Dias;Comercial;Erro em sistema;Problema com impressão;Crítica;Resolvido;Gabriel;08/12/2024 08:58
HD-617;24/11/2024 14:20;Fernando Lima;Logística;Acesso ao sistema;Conexão com servidor instável;Alta;Fechado;Gabriel;26/11/2024 08:23
HD-618;09/11/2024 09:37;Mariana Dias;Financeiro;Falha em equipamento;Usuário não consegue acessar o sistema;Média;Em andamento;Guilherme;
HD-619;15/03/2025 08:27;Ana Paula;RH;Solicitação de software;Usuário não consegue acessar o sistema;Baixa;Resolvido;Guilherme;16/03/2025 18:04
HD-620;29/11/2024 12:28;Carlos Silva;Operações;Falha em equipamento;Problema com impressão;Média;Em andamento;Paulo;
HD-621;17/02/2025 08:17;João Mendes;Comercial;Troca de senha;Problema com impressão;Alta;Aberto;Gabriel;
HD-622;15/03/2025 08:31;Juliana Castro;Financeiro;Acesso ao sistema;Conexão com servidor instável;Alta;Aberto;Gabriel;
HD-623;08/12/2024 12:11;Bruno Alves;TI;Problemas de rede;Usuário não consegue acessar o sistema;Alta;Aberto;Gabriel;
HD-624;04/02/2025 10:19;Bruno Alves;Logística;Backup;Troca de senha solicitada;Alta;Em andamento;Gabriel;
HD-625;30/12/2024 08:09;Luciana Rocha;RH;Solicitação de software;Problema com impressão;Média;Em andamento;Guilherme;
HD-626;25/10/2024 11:03;Mariana Dias;Financeiro;Erro em sistema;Erro ao abrir planilha;Média;Fechado;Gabriel;27/10/2024 10:03
HD-627;13/11/2024 08:41;Fernando Lima;Jurídico;Troca de senha;Conexão com servidor instável;Crítica;Aberto;Guilherme;
HD-628;29/12/2024 10:25;Bruno Alves;Marketing;Solicitação de software;Conexão com servidor instável;Crítica;Resolvido;Gabriel;29/12/2024 11:25
HD-629;19/10/2024 12:40;Fernando Lima;TI;Problemas de rede;Conexão com servidor instável;Crítica;Resolvido;Guilherme;21/10/2024 08:42
HD-630;04/11/2024 11:50;Fernando Lima;Operações;Problemas de rede;Erro ao abrir planilha;Baixa;Pendente;Guilherme;
HD-631;08/12/2024 09:33;João Mendes;RH;Solicitação de software;Problema com impressão;Crítica;Pendente;Gabriel;
HD-632;18/03/2025 11:55;Mariana Dias;RH;Falha em equipamento;Problema com impressão;Baixa;Aberto;Gabriel;
HD-633;06/03/2025 08:49;Carlos Silva;TI;Solicitação de software;Problema com impressão;Média;Em andamento;Gabriel;
HD-634;26/12/2024 13:36;João Mendes;Financeiro;Falha em equipamento;Erro ao abrir planilha;Crítica;Em andamento;Gabriel;
HD-635;22/01/2025 10:49;João Mendes;Financeiro;Troca de senha;Troca de senha solicitada;Baixa;Pendente;Gabriel;
HD-636;03/01/2025 11:15;Bruno Alves;Logística;Problemas de rede;Erro ao abrir planilha;Crítica;Fechado;Guilherme;06/01/2025 10:15
HD-637;17/12/2024 14:24;Carlos Silva;Comercial;Problemas de rede;Solicitação de instalação do Office;Crítica;Resolvido;Gabriel;19/12/2024 08:12
HD-638;14/02/2025 16:45;Carlos Silva;Logística;Troca de senha;Troca de senha solicitada;Média;Fechado;Guilherme;17/02/2025 08:47
HD-639;09/01/2025 12:01;Bruno Alves;TI;Backup;Solicitação de instalação do Office;Média;Aberto;Gabriel;
HD-640;19/02/2025 10:33;Luciana Rocha;Marketing;Troca de senha;Erro ao abrir planilha;Média;Fechado;Paulo;21/02/2025 18:15
HD-641;22/02/2025 14:02;Juliana Castro;Comercial;Solicitação de software;Solicitação de instalação do Office;Crítica;Aberto;Gabriel;
HD-642;17/02/2025 09:48;João Mendes;TI;Falha em equipamento;Erro ao abrir planilha;Alta;Resolvido;Gabriel;19/02/2025 11:48
HD-643;06/03/2025 10:07;Carlos Silva;Marketing;Acesso ao sistema;Usuário não consegue acessar o sistema;Alta;Aberto;Gabriel;
HD-644;14/03/2025 10:57;Luciana Rocha;Comercial;Falha em equipamento;Conexão com servidor instável;Média;Resolvido;Gabriel;14/03/2025 14:57
HD-645;03/11/2024 10:24;Carlos Silva;Marketing;Erro em sistema;Solicitação de instalação do Office;Crítica;Pendente;Gabriel;
HD-646;23/12/2024 14:45;Juliana Castro;Comercial;Erro em sistema;Problema com impressão;Crítica;Fechado;Guilherme;25/12/2024 18:13
HD-647;02/01/2025 08:04;Fernando Lima;Logística;Erro em sistema;Problema com impressão;Alta;Pendente;Gabriel;
HD-648;14/01/2025 12:00;Carlos Silva;RH;Falha em equipamento;Erro ao abrir planilha;Crítica;Pendente;Gabriel;
HD-649;01/02/2025 08:04;Carlos Silva;Marketing;Backup;Conexão com servidor instável;Média;Pendente;Gabriel;
HD-650;02/12/2024 15:10;Juliana Castro;Logística;Troca de senha;Problema com impressão;Alta;Em andamento;Gabriel;
HD-651;19/11/2024 09:19;Fernando Lima;Marketing;Acesso ao sistema;Conexão com servidor instável;Média;Em andamento;Guilherme;
HD-652;10/03/2025 13:17;Mariana Dias;Comercial;Erro em sistema;Solicitação de instalação do Office;Média;Fechado;Gabriel;11/03/2025 12:17
HD-653;07/11/2024 09:15;Luciana Rocha;Comercial;Erro em sistema;Problema com impressão;Média;Em andamento;Gabriel;
HD-654;08/03/2025 15:09;Carlos Silva;Operações;Acesso ao sistema;Conexão com servidor instável;Média;Fechado;Gabriel;09/03/2025 18:28
HD-655;29/11/2024 16:42;Fernando Lima;Financeiro;Acesso ao sistema;Troca de senha solicitada;Média;Fechado;Gabriel;02/12/2024 08:54
HD-656;23/02/2025 08:04;Fernando Lima;Jurídico;Problemas de rede;Problema com impressão;Crítica;Fechado;Gabriel;25/02/2025 18:38
HD-657;24/03/2025 10:56;Mariana Dias;Jurídico;Erro em sistema;Solicitação de instalação do Office;Baixa;Fechado;Paulo;27/03/2025 08:08
HD-658;07/01/2025 12:43;Juliana Castro;TI;Problemas de rede;Problema com impressão;Média;Fechado;Gabriel;10/01/2025 12:43
HD-659;13/12/2024 12:35;João Mendes;Jurídico;Problemas de rede;Troca de senha solicitada;Alta;Em andamento;Gabriel;
HD-660;24/10/2024 09:36;Ana Paula;TI;Backup;Erro ao abrir planilha;Baixa;Aberto;Paulo;
HD-661;28/03/2025 13:34;Luciana Rocha;Operações;Erro em sistema;Erro ao abrir planilha;Baixa;Em andamento;Guilherme;
HD-662;31/10/2024 14:20;Fernando Lima;RH;Falha em equipamento;Conexão com servidor instável;Crítica;Em andamento;Gabriel;
HD-663;26/12/2024 08:35;Bruno Alves;Marketing;Erro em sistema;Solicitação de instalação do Office;Baixa;Aberto;Guilherme;
HD-664;20/11/2024 09:39;Luciana Rocha;Jurídico;Problemas de rede;Solicitação de instalação do Office;Média;Aberto;Gabriel;
HD-665;12/02/2025 11:28;Juliana Castro;Financeiro;Erro em sistema;Usuário não consegue acessar o sistema;Crítica;Em andamento;Gabriel;
HD-666;02/11/2024 10:59;Juliana Castro;Comercial;Erro em sistema;Conexão com servidor instável;Alta;Fechado;Guilherme;03/11/2024 08:15
HD-667;02/01/2025 16:56;Juliana Castro;Logística;Acesso ao sistema;Troca de senha solicitada;Baixa;Fechado;Guilherme;05/01/2025 08:47
HD-668;19/02/2025 16:20;Juliana Castro;Financeiro;Acesso ao sistema;Troca de senha solicitada;Alta;Resolvido;Gabriel;21/02/2025 09:20
HD-669;30/12/2024 15:50;João Mendes;Marketing;Troca de senha;Erro ao abrir planilha;Alta;Aberto;Gabriel;
HD-670;08/03/2025 11:42;Carlos Silva;TI;Erro em sistema;Usuário não consegue acessar o sistema;Crítica;Em andamento;Guilherme;
HD-671;15/01/2025 08:45;Fernando Lima;Comercial;Acesso ao sistema;Troca de senha solicitada;Crítica;Resolvido;Guilherme;18/01/2025 08:09
HD-672;04/12/2024 15:27;Carlos Silva;TI;Acesso ao sistema;Problema com impressão;Alta;Aberto;Guilherme;
HD-673;27/02/2025 11:11;Bruno Alves;Logística;Falha em equipamento;Erro ao abrir planilha;Baixa;Fechado;Gabriel;02/03/2025 11:11
HD-674;17/01/2025 08:21;João Mendes;RH;Solicitação de software;Conexão com servidor instável;Média;Em andamento;Gabriel;
HD-675;19/10/2024 08:01;Luciana Rocha;Operações;Solicitação de software;Usuário não consegue acessar o sistema;Alta;Resolvido;Guilherme;20/10/2024 08:16
HD-676;25/03/2025 10:26;Ana Paula;RH;Acesso ao sistema;Conexão com servidor instável;Crítica;Resolvido;Guilherme;26/03/2025 09:26
HD-677;02/04/2025 11:10;Fernando Lima;RH;Acesso ao sistema;Troca de senha solicitada;Alta;Fechado;Gabriel;02/04/2025 13:10
HD-678;15/01/2025 15:10;Juliana Castro;Financeiro;Solicitação de software;Erro ao abrir planilha;Baixa;Resolvido;Gabriel;17/01/2025 08:46
HD-679;18/02/2025 09:52;Carlos Silva;TI;Acesso ao sistema;Conexão com servidor instável;Alta;Fechado;Gabriel;18/02/2025 15:52
HD-680;07/01/2025 14:54;Juliana Castro;Financeiro;Falha em equipamento;Conexão com servidor instável;Média;Fechado;Guilherme;09/01/2025 08:54
HD-681;15/02/2025 13:00;Luciana Rocha;Marketing;Solicitação de software;Problema com impressão;Média;Aberto;Guilherme;
HD-682;05/04/2025 15:24;Mariana Dias;RH;Solicitação de software;Conexão com servidor instável;Crítica;Em andamento;Gabriel;
HD-683;06/12/2024 11:15;João Mendes;RH;Problemas de rede;Problema com impressão;Crítica;Resolvido;Guilherme;07/12/2024 15:15
HD-684;06/04/2025 12:58;Mariana Dias;Marketing;Solicitação de software;Problema com impressão;Crítica;Aberto;Guilherme;
HD-685;02/11/2024 11:21;Ana Paula;Jurídico;Troca de senha;Usuário não consegue acessar o sistema;Crítica;Fechado;Gabriel;03/11/2024 08:21
HD-686;12/03/2025 13:08;Carlos Silva;Logística;Solicitação de software;Troca de senha solicitada;Crítica;Em andamento;Gabriel;
HD-687;18/01/2025 09:03;Bruno Alves;RH;Erro em sistema;Erro ao abrir planilha;Baixa;Em andamento;Gabriel;
HD-688;23/03/2025 15:18;Luciana Rocha;Logística;Problemas de rede;Conexão com servidor instável;Crítica;Resolvido;Guilherme;25/03/2025 08:33
HD-689;08/03/2025 13:29;Bruno Alves;Financeiro;Solicitação de software;Conexão com servidor instável;Crítica;Resolvido;Guilherme;10/03/2025 12:29
HD-690;31/03/2025 13:35;Luciana Rocha;Logística;Acesso ao sistema;Problema com impressão;Alta;Fechado;Gabriel;02/04/2025 11:35
HD-691;19/03/2025 10:41;Luciana Rocha;Marketing;Backup;Usuário não consegue acessar o sistema;Baixa;Pendente;Paulo;
HD-692;01/03/2025 11:22;Carlos Silva;Operações;Troca de senha;Problema com impressão;Crítica;Em andamento;Guilherme;
HD-693;17/12/2024 09:29;Juliana Castro;Comercial;Problemas de rede;Troca de senha solicitada;Média;Pendente;Guilherme;
HD-694;22/10/2024 14:37;Ana Paula;Comercial;Falha em equipamento;Erro ao abrir planilha;Baixa;Pendente;Gabriel;
HD-695;18/11/2024 14:11;Fernando Lima;Jurídico;Acesso ao sistema;Conexão com servidor instável;Alta;Fechado;Gabriel;20/11/2024 11:11
HD-696;19/11/2024 14:44;Ana Paula;TI;Solicitação de software;Conexão com servidor instável;Baixa;Pendente;Gabriel;
HD-697;22/12/2024 08:01;Mariana Dias;Jurídico;Backup;Problema com impressão;Crítica;Em andamento;Guilherme;
HD-698;28/12/2024 14:40;Bruno Alves;TI;Falha em equipamento;Conexão com servidor instável;Crítica;Aberto;Guilherme;
HD-699;01/01/2025 16:53;Luciana Rocha;RH;Acesso ao sistema;Troca de senha solicitada;Alta;Pendente;Gabriel;
HD-700;03/03/2025 11:47;Fernando Lima;Logística;Acesso ao sistema;Problema com impressão;Baixa;Em andamento;Guilherme;
HD-701;17/12/2024 09:31;Fernando Lima;Financeiro;Erro em sistema;Erro ao abrir planilha;Média;Fechado;Gabriel;19/12/2024 11:31
HD-702;29/12/2024 16:54;Ana Paula;Logística;Problemas de rede;Solicitação de instalação do Office;Média;Em andamento;Gabriel;
HD-703;23/11/2024 11:09;Fernando Lima;Marketing;Problemas de rede;Usuário não consegue acessar o sistema;Média;Em andamento;Gabriel;
HD-704;14/03/2025 14:32;Mariana Dias;Operações;Solicitação de software;Troca de senha solicitada;Alta;Pendente;Gabriel;
HD-705;04/11/2024 13:40;Luciana Rocha;Comercial;Solicitação de software;Erro ao abrir planilha;Crítica;Em andamento;Gabriel;
HD-706;06/02/2025 09:34;Fernando Lima;Financeiro;Troca de senha;Solicitação de instalação do Office;Média;Aberto;Gabriel;
HD-707;29/11/2024 11:35;Carlos Silva;TI;Solicitação de software;Solicitação de instalação do Office;Baixa;Aberto;Paulo;
HD-708;03/04/2025 16:53;Bruno Alves;Jurídico;Erro em sistema;Solicitação de instalação do Office;Baixa;Aberto;Gabriel;
HD-709;22/10/2024 09:05;Fernando Lima;Comercial;Erro em sistema;Usuário não consegue acessar o sistema;Média;Fechado;Gabriel;22/10/2024 14:05
HD-710;07/03/2025 11:36;Ana Paula;RH;Solicitação de software;Troca de senha solicitada;Baixa;Pendente;Guilherme;
HD-711;12/01/2025 10:22;Mariana Dias;Operações;Troca de senha;Problema com impressão;Média;Resolvido;Gabriel;13/01/2025 08:13
HD-712;26/02/2025 15:44;Carlos Silva;Marketing;Solicitação de software;Problema com impressão;Alta;Aberto;Guilherme;
HD-713;11/10/2024 11:52;Luciana Rocha;Financeiro;Troca de senha;Conexão com servidor instável;Baixa;Pendente;Guilherme;
HD-714;24/03/2025 14:36;João Mendes;Logística;Backup;Conexão com servidor instável;Média;Em andamento;Guilherme;
HD-715;17/11/2024 10:51;Carlos Silva;Financeiro;Backup;Problema com impressão;Crítica;Resolvido;Paulo;19/11/2024 14:51
HD-716;25/11/2024 14:00;Luciana Rocha;RH;Acesso ao sistema;Erro ao abrir planilha;Alta;Resolvido;Guilherme;27/11/2024 08:52
HD-717;26/12/2024 15:40;João Mendes;Financeiro;Falha em equipamento;Conexão com servidor instável;Média;Resolvido;Gabriel;29/12/2024 08:11
HD-718;25/12/2024 15:01;João Mendes;Comercial;Backup;Solicitação de instalação do Office;Crítica;Fechado;Gabriel;26/12/2024 15:01
HD-719;13/01/2025 11:17;João Mendes;Marketing;Troca de senha;Solicitação de instalação do Office;Alta;Fechado;Gabriel;16/01/2025 08:02
HD-720;19/03/2025 16:14;Bruno Alves;TI;Troca de senha;Problema com impressão;Alta;Fechado;Gabriel;21/03/2025 08:14
HD-721;21/02/2025 08:32;Mariana Dias;TI;Troca de senha;Erro ao abrir planilha;Alta;Aberto;Gabriel;
HD-722;08/02/2025 11:58;Mariana Dias;Financeiro;Problemas de rede;Conexão com servidor instável;Média;Resolvido;Gabriel;09/02/2025 08:27
HD-723;16/02/2025 15:29;João Mendes;Comercial;Erro em sistema;Usuário não consegue acessar o sistema;Baixa;Fechado;Gabriel;17/02/2025 14:29
HD-724;13/11/2024 12:17;Ana Paula;TI;Acesso ao sistema;Troca de senha solicitada;Média;Em andamento;Gabriel;
HD-725;28/02/2025 14:49;Fernando Lima;Logística;Backup;Conexão com servidor instável;Média;Resolvido;Guilherme;01/03/2025 08:42
HD-726;10/03/2025 11:24;João Mendes;Logística;Erro em sistema;Conexão com servidor instável;Média;Em andamento;Gabriel;
HD-727;22/10/2024 08:19;Juliana Castro;Operações;Acesso ao sistema;Erro ao abrir planilha;Média;Pendente;Gabriel;
HD-728;28/01/2025 13:53;Fernando Lima;TI;Solicitação de software;Erro ao abrir planilha;Alta;Resolvido;Gabriel;29/01/2025 08:53
HD-729;29/01/2025 08:01;Ana Paula;TI;Backup;Usuário não consegue acessar o sistema;Média;Resolvido;Gabriel;29/01/2025 18:37
HD-730;28/02/2025 11:05;Juliana Castro;Logística;Backup;Erro ao abrir planilha;Média;Em andamento;Gabriel;
HD-731;22/03/2025 10:49;Fernando Lima;Marketing;Troca de senha;Troca de senha solicitada;Média;Aberto;Gabriel;
HD-732;02/02/2025 15:13;João Mendes;Comercial;Backup;Usuário não consegue acessar o sistema;Alta;Fechado;Gabriel;03/02/2025 10:13
HD-733;17/12/2024 14:07;Ana Paula;RH;Falha em equipamento;Problema com impressão;Crítica;Fechado;Paulo;19/12/2024 12:07
HD-734;14/02/2025 16:30;Mariana Dias;Jurídico;Troca de senha;Problema com impressão;Baixa;Em andamento;Gabriel;
HD-735;17/11/2024 09:50;Luciana Rocha;Operações;Solicitação de software;Solicitação de instalação do Office;Alta;Aberto;Gabriel;
HD-736;28/12/2024 12:26;Luciana Rocha;Financeiro;Erro em sistema;Solicitação de instalação do Office;Baixa;Fechado;Guilherme;29/12/2024 18:41
HD-737;16/12/2024 13:38;Juliana Castro;Comercial;Erro em sistema;Troca de senha solicitada;Crítica;Pendente;Paulo;
HD-738;16/11/2024 13:09;Juliana Castro;RH;Erro em sistema;Erro ao abrir planilha;Crítica;Fechado;Gabriel;18/11/2024 18:09
HD-739;18/10/2024 15:27;Luciana Rocha;Jurídico;Solicitação de software;Usuário não consegue acessar o sistema;Baixa;Pendente;Guilherme;
HD-740;20/10/2024 09:24;Fernando Lima;Financeiro;Erro em sistema;Usuário não consegue acessar o sistema;Média;Resolvido;Gabriel;21/10/2024 18:57
HD-741;18/10/2024 13:10;João Mendes;Logística;Solicitação de software;Problema com impressão;Média;Em andamento;Gabriel;
HD-742;08/11/2024 12:31;Juliana Castro;Financeiro;Problemas de rede;Problema com impressão;Alta;Em andamento;Gabriel;
HD-743;04/02/2025 16:09;Bruno Alves;Financeiro;Acesso ao sistema;Problema com impressão;Baixa;Em andamento;Gabriel;
HD-744;14/01/2025 10:45;Carlos Silva;Financeiro;Falha em equipamento;Erro ao abrir planilha;Crítica;Em andamento;Guilherme;
HD-745;16/11/2024 15:03;Carlos Silva;Marketing;Solicitação de software;Problema com impressão;Crítica;Fechado;Gabriel;19/11/2024 08:43
HD-746;20/11/2024 11:02;Bruno Alves;Financeiro;Solicitação de software;Usuário não consegue acessar o sistema;Média;Em andamento;Gabriel;
HD-747;23/11/2024 09:28;Carlos Silva;RH;Erro em sistema;Solicitação de instalação do Office;Baixa;Fechado;Gabriel;23/11/2024 14:28
HD-748;08/02/2025 11:19;Carlos Silva;RH;Problemas de rede;Solicitação de instalação do Office;Média;Pendente;Paulo;
HD-749;16/01/2025 13:18;Luciana Rocha;Financeiro;Falha em equipamento;Conexão com servidor instável;Crítica;Em andamento;Gabriel;
HD-750;22/02/2025 13:13;Fernando Lima;Operações;Problemas de rede;Solicitação de instalação do Office;Baixa;Resolvido;Guilherme;24/02/2025 18:21
HD-751;13/12/2024 11:21;Carlos Silva;Comercial;Erro em sistema;Problema com impressão;Crítica;Resolvido;Guilherme;15/12/2024 08:46
HD-752;20/02/2025 10:44;Juliana Castro;Operações;Falha em equipamento;Solicitação de instalação do Office;Média;Aberto;Gabriel;
HD-753;17/01/2025 15:58;Juliana Castro;Comercial;Acesso ao sistema;Problema com impressão;Alta;Resolvido;Gabriel;20/01/2025 08:57
HD-754;11/02/2025 09:20;Bruno Alves;Logística;Erro em sistema;Conexão com servidor instável;Crítica;Fechado;Gabriel;13/02/2025 08:12
HD-755;01/11/2024 08:16;Luciana Rocha;RH;Troca de senha;Troca de senha solicitada;Crítica;Resolvido;Gabriel;03/11/2024 14:16
HD-756;04/12/2024 08:20;Luciana Rocha;TI;Acesso ao sistema;Usuário não consegue acessar o sistema;Alta;Fechado;Gabriel;06/12/2024 08:21
HD-757;31/12/2024 12:50;Mariana Dias;Logística;Troca de senha;Conexão com servidor instável;Alta;Resolvido;Gabriel;02/01/2025 18:26
HD-758;04/03/2025 15:00;Luciana Rocha;Jurídico;Acesso ao sistema;Troca de senha solicitada;Alta;Fechado;Guilherme;06/03/2025 14:00
HD-759;24/10/2024 12:12;Bruno Alves;Comercial;Erro em sistema;Troca de senha solicitada;Média;Resolvido;Guilherme;25/10/2024 18:50
HD-760;12/11/2024 12:44;Ana Paula;Jurídico;Acesso ao sistema;Troca de senha solicitada;Média;Em andamento;Gabriel;
HD-761;22/02/2025 15:16;Mariana Dias;Operações;Falha em equipamento;Problema com impressão;Crítica;Fechado;Guilherme;25/02/2025 08:28
HD-762;16/02/2025 12:27;Juliana Castro;Marketing;Solicitação de software;Erro ao abrir planilha;Crítica;Em andamento;Gabriel;
HD-763;10/12/2024 09:34;João Mendes;RH;Acesso ao sistema;Erro ao abrir planilha;Crítica;Pendente;Gabriel;
HD-764;31/01/2025 09:26;Luciana Rocha;Jurídico;Backup;Troca de senha solicitada;Crítica;Em andamento;Gabriel;
HD-765;29/12/2024 10:52;Ana Paula;Financeiro;Troca de senha;Usuário não consegue acessar o sistema;Crítica;Fechado;Gabriel;30/12/2024 17:52
HD-766;01/03/2025 08:01;Ana Paula;RH;Falha em equipamento;Usuário não consegue acessar o sistema;Baixa;Pendente;Paulo;
HD-767;12/10/2024 12:17;Juliana Castro;Jurídico;Erro em sistema;Usuário não consegue acessar o sistema;Média;Em andamento;Guilherme;
HD-768;28/11/2024 15:09;Juliana Castro;Comercial;Backup;Troca de senha solicitada;Crítica;Aberto;Paulo;
HD-769;23/10/2024 13:11;Carlos Silva;Operações;Acesso ao sistema;Troca de senha solicitada;Média;Aberto;Guilherme;
HD-770;11/11/2024 12:20;Fernando Lima;RH;Troca de senha;Problema com impressão;Crítica;Em andamento;Gabriel;
HD-771;22/01/2025 13:25;Luciana Rocha;Operações;Troca de senha;Erro ao abrir planilha;Média;Resolvido;Gabriel;22/01/2025 17:25
HD-772;25/03/2025 09:57;Mariana Dias;TI;Erro em sistema;Usuário não consegue acessar o sistema;Alta;Pendente;Guilherme;
HD-773;13/01/2025 16:37;Luciana Rocha;Jurídico;Erro em sistema;Usuário não consegue acessar o sistema;Baixa;Em andamento;Guilherme;
HD-774;17/10/2024 09:06;Luciana Rocha;Financeiro;Erro em sistema;Problema com impressão;Média;Aberto;Gabriel;
HD-775;10/11/2024 11:08;Bruno Alves;Operações;Erro em sistema;Erro ao abrir planilha;Alta;Em andamento;Gabriel;
HD-776;08/01/2025 12:31;Mariana Dias;Comercial;Backup;Problema com impressão;Média;Resolvido;Gabriel;10/01/2025 14:31
HD-777;06/02/2025 12:35;Bruno Alves;TI;Acesso ao sistema;Conexão com servidor instável;Crítica;Pendente;Gabriel;
HD-778;01/01/2025 10:23;Mariana Dias;Comercial;Falha em equipamento;Solicitação de instalação do Office;Média;Fechado;Guilherme;04/01/2025 08:20
HD-779;29/11/2024 09:54;Bruno Alves;Operações;Problemas de rede;Solicitação de instalação do Office;Baixa;Em andamento;Gabriel;
HD-780;06/02/2025 12:54;Carlos Silva;RH;Problemas de rede;Solicitação de instalação do Office;Crítica;Fechado;Gabriel;06/02/2025 18:54
HD-781;25/12/2024 11:05;Ana Paula;Financeiro;Troca de senha;Solicitação de instalação do Office;Crítica;Pendente;Gabriel;
HD-782;16/02/2025 08:04;Luciana Rocha;Operações;Falha em equipamento;Troca de senha solicitada;Alta;Pendente;Gabriel;
HD-783;29/11/2024 08:38;Carlos Silva;Jurídico;Problemas de rede;Solicitação de instalação do Office;Baixa;Fechado;Gabriel;01/12/2024 13:38
HD-784;17/02/2025 10:29;Juliana Castro;Jurídico;Problemas de rede;Conexão com servidor instável;Crítica;Em andamento;Guilherme;
HD-785;21/12/2024 10:03;Juliana Castro;Comercial;Acesso ao sistema;Conexão com servidor instável;Baixa;Em andamento;Gabriel;
HD-786;13/01/2025 13:12;Mariana Dias;TI;Backup;Erro ao abrir planilha;Crítica;Pendente;Gabriel;
HD-787;20/03/2025 09:23;Juliana Castro;Jurídico;Backup;Solicitação de instalação do Office;Baixa;Em andamento;Paulo;
HD-788;18/02/2025 14:18;Juliana Castro;Logística;Troca de senha;Usuário não consegue acessar o sistema;Crítica;Em andamento;Gabriel;
HD-789;19/11/2024 10:22;Carlos Silva;Marketing;Erro em sistema;Erro ao abrir planilha;Média;Aberto;Gabriel;
HD-790;01/02/2025 12:40;Bruno Alves;TI;Troca de senha;Usuário não consegue acessar o sistema;Alta;Resolvido;Gabriel;02/02/2025 10:40
HD-791;15/01/2025 11:16;Fernando Lima;Marketing;Problemas de rede;Erro ao abrir planilha;Média;Fechado;Gabriel;17/01/2025 14:16
HD-792;11/03/2025 09:45;Luciana Rocha;Marketing;Troca de senha;Usuário não consegue acessar o sistema;Baixa;Em andamento;Gabriel;
HD-793;01/12/2024 14:12;Mariana Dias;Logística;Erro em sistema;Solicitação de instalação do Office;Baixa;Pendente;Gabriel;
HD-794;04/02/2025 08:40;Mariana Dias;Logística;Troca de senha;Problema com impressão;Alta;Pendente;Gabriel;
HD-795;09/02/2025 13:17;Bruno Alves;Comercial;Erro em sistema;Usuário não consegue acessar o sistema;Média;Em andamento;Guilherme;
HD-796;29/01/2025 14:38;Luciana Rocha;Logística;Backup;Troca de senha solicitada;Crítica;Resolvido;Guilherme;01/02/2025 08:56
HD-797;17/10/2024 15:45;Ana Paula;Logística;Solicitação de software;Conexão com servidor instável;Alta;Aberto;Guilherme;
HD-798;06/04/2025 13:28;Fernando Lima;TI;Solicitação de software;Usuário não consegue acessar o sistema;Baixa;Aberto;Gabriel;
HD-799;03/02/2025 14:54;Bruno Alves;Marketing;Erro em sistema;Troca de senha solicitada;Alta;Pendente;Gabriel;
HD-800;12/10/2024 15:53;Bruno Alves;Marketing;Falha em equipamento;Erro ao abrir planilha;Média;Aberto;Gabriel;
HD-801;17/01/2025 14:24;Fernando Lima;RH;Solicitação de software;Troca de senha solicitada;Alta;Pendente;Gabriel;
HD-802;03/11/2024 13:20;Juliana Castro;Operações;Acesso ao sistema;Problema com impressão;Baixa;Em andamento;Gabriel;
HD-803;13/03/2025 10:49;Carlos Silva;Logística;Falha em equipamento;Problema com impressão;Alta;Aberto;Gabriel;
HD-804;22/10/2024 15:44;Ana Paula;TI;Falha em equipamento;Erro ao abrir planilha;Baixa;Em andamento;Paulo;
HD-805;25/10/2024 08:20;João Mendes;Operações;Problemas de rede;Solicitação de instalação do Office;Alta;Pendente;Gabriel;
HD-806;12/12/2024 14:23;Ana Paula;Marketing;Acesso ao sistema;Erro ao abrir planilha;Média;Em andamento;Gabriel;
HD-807;01/03/2025 08:25;Luciana Rocha;RH;Erro em sistema;Conexão com servidor instável;Alta;Fechado;Gabriel;03/03/2025 17:25
HD-808;29/12/2024 14:16;Juliana Castro;TI;Problemas de rede;Usuário não consegue acessar o sistema;Média;Em andamento;Paulo;
HD-809;20/12/2024 16:21;Carlos Silva;Logística;Problemas de rede;Problema com impressão;Crítica;Resolvido;Guilherme;20/12/2024 18:40
HD-810;23/01/2025 16:58;Mariana Dias;RH;Acesso ao sistema;Erro ao abrir planilha;Média;Em andamento;Gabriel;
HD-811;19/12/2024 13:35;Mariana Dias;Comercial;Solicitação de software;Conexão com servidor instável;Alta;Em andamento;Gabriel;
HD-812;14/10/2024 11:18;Carlos Silva;Marketing;Falha em equipamento;Erro ao abrir planilha;Alta;Resolvido;Gabriel;15/10/2024 16:18
HD-813;17/11/2024 08:21;Bruno Alves;Jurídico;Troca de senha;Solicitação de instalação do Office;Média;Aberto;Gabriel;
