IDChamado,DataAbertura,Solicitante,Departamento,Categoria,DescricaoCurta,Urgencia,Status,TecnicoResponsavel,DataFechamento
368,04/11/2024 15:18,Bruno Alves,Jurídico,Acesso ao sistema,Usuário não consegue acessar o sistema,Crítica,Pendente,Gabriel,
367,24/12/2024 13:04,Juliana Castro,Financeiro,Solicitação de software,Solicitação de instalação do Office,Baixa,Resolvido,Gabriel,25/12/2024 08:16
366,14/12/2024 12:57,Carlos Silva,Comercial,Falha em equipamento,Usuário não consegue acessar o sistema,Baixa,Resolvido,Gabriel,14/12/2024 18:13
365,04/02/2025 11:31,João Mendes,TI,Solicitação de software,Solicitação de instalação do Office,Alta,Pendente,Gabriel,
364,25/12/2024 14:09,Fernando Lima,Operações,Erro em sistema,Usuário não consegue acessar o sistema,Baixa,Pendente,Gabriel,
363,22/12/2024 16:12,Bruno Alves,Financeiro,Erro em sistema,Troca de senha solicitada,Crítica,Em andamento,Guilherme,
362,06/02/2025 15:18,Ana Paula,Jurídico,Backup,Problema com impressão,Alta,Pendente,Gabriel,
361,29/10/2024 16:26,Bruno Alves,Comercial,Erro em sistema,Conexão com servidor instável,Baixa,Pendente,Paulo,
360,27/01/2025 10:40,Ana Paula,Logística,Falha em equipamento,Troca de senha solicitada,Baixa,Pendente,Guilherme,
359,15/01/2025 09:45,Luciana Rocha,Comercial,Troca de senha,Conexão com servidor instável,Baixa,Em andamento,Gabriel,
358,09/10/2024 13:28,Carlos Silva,Comercial,Backup,Erro ao abrir planilha,Crítica,Resolvido,Gabriel,11/10/2024 14:28
357,20/03/2025 09:57,Juliana Castro,Jurídico,Backup,Conexão com servidor instável,Alta,Em andamento,Guilherme,
356,22/02/2025 08:44,João Mendes,Marketing,Problemas de rede,Conexão com servidor instável,Alta,Em andamento,Gabriel,
355,26/01/2025 14:48,Carlos Silva,RH,Falha em equipamento,Troca de senha solicitada,Alta,Em andamento,Gabriel,
354,01/12/2024 08:17,Mariana Dias,Financeiro,Erro em sistema,Solicitação de instalação do Office,Baixa,Aberto,Gabriel,
353,24/11/2024 08:57,Carlos Silva,Jurídico,Troca de senha,Usuário não consegue acessar o sistema,Média,Resolvido,Gabriel,25/11/2024 08:03
352,19/11/2024 11:39,Bruno Alves,RH,Troca de senha,Troca de senha solicitada,Alta,Pendente,Guilherme,
351,11/02/2025 13:03,João Mendes,RH,Backup,Problema com impressão,Crítica,Fechado,Gabriel,13/02/2025 15:03
350,14/01/2025 16:32,Luciana Rocha,Logística,Falha em equipamento,Solicitação de instalação do Office,Crítica,Pendente,Gabriel,
349,23/02/2025 16:10,Fernando Lima,Marketing,Backup,Conexão com servidor instável,Alta,Pendente,Guilherme,
348,30/03/2025 10:04,Mariana Dias,TI,Backup,Erro ao abrir planilha,Alta,Aberto,Paulo,
347,05/01/2025 15:32,Luciana Rocha,Marketing,Backup,Usuário não consegue acessar o sistema,Baixa,Aberto,Gabriel,
346,23/11/2024 12:58,Luciana Rocha,Comercial,Solicitação de software,Troca de senha solicitada,Crítica,Aberto,Gabriel,
345,17/11/2024 08:22,Ana Paula,TI,Solicitação de software,Troca de senha solicitada,Crítica,Fechado,Gabriel,18/11/2024 09:22
344,27/11/2024 16:44,Carlos Silva,Jurídico,Acesso ao sistema,Problema com impressão,Crítica,Em andamento,Guilherme,
343,02/04/2025 11:59,Bruno Alves,TI,Solicitação de software,Troca de senha solicitada,Alta,Resolvido,Gabriel,03/04/2025 08:53
342,09/12/2024 16:08,João Mendes,Financeiro,Problemas de rede,Troca de senha solicitada,Baixa,Em andamento,Guilherme,
341,25/02/2025 10:03,Luciana Rocha,TI,Problemas de rede,Troca de senha solicitada,Alta,Aberto,Gabriel,
340,15/03/2025 08:51,Ana Paula,RH,Erro em sistema,Problema com impressão,Média,Em andamento,Gabriel,
339,03/01/2025 09:19,Mariana Dias,Jurídico,Falha em equipamento,Usuário não consegue acessar o sistema,Média,Aberto,Guilherme,
338,18/03/2025 16:34,João Mendes,Marketing,Solicitação de software,Usuário não consegue acessar o sistema,Crítica,Aberto,Guilherme,
337,06/01/2025 10:15,Mariana Dias,TI,Solicitação de software,Solicitação de instalação do Office,Baixa,Fechado,Gabriel,08/01/2025 18:14
336,22/02/2025 15:18,Fernando Lima,TI,Erro em sistema,Troca de senha solicitada,Alta,Aberto,Gabriel,
335,28/01/2025 16:59,Bruno Alves,Logística,Troca de senha,Problema com impressão,Média,Aberto,Guilherme,
334,13/03/2025 14:38,Carlos Silva,Logística,Backup,Usuário não consegue acessar o sistema,Crítica,Resolvido,Paulo,15/03/2025 08:49
333,24/03/2025 13:43,Luciana Rocha,Comercial,Erro em sistema,Solicitação de instalação do Office,Baixa,Em andamento,Gabriel,
332,12/03/2025 08:17,Ana Paula,Financeiro,Erro em sistema,Troca de senha solicitada,Alta,Pendente,Guilherme,
331,18/10/2024 09:57,Luciana Rocha,Operações,Erro em sistema,Usuário não consegue acessar o sistema,Baixa,Pendente,Guilherme,
330,01/02/2025 11:27,Fernando Lima,TI,Erro em sistema,Problema com impressão,Baixa,Resolvido,Gabriel,04/02/2025 08:45
329,09/03/2025 09:02,Juliana Castro,Jurídico,Acesso ao sistema,Troca de senha solicitada,Baixa,Pendente,Paulo,
328,25/10/2024 10:18,Ana Paula,Comercial,Troca de senha,Solicitação de instalação do Office,Baixa,Aberto,Gabriel,
327,25/11/2024 14:19,Ana Paula,TI,Acesso ao sistema,Usuário não consegue acessar o sistema,Média,Fechado,Gabriel,27/11/2024 08:40
326,12/11/2024 14:03,Bruno Alves,Logística,Problemas de rede,Conexão com servidor instável,Média,Em andamento,Gabriel,
325,11/01/2025 12:52,João Mendes,RH,Erro em sistema,Erro ao abrir planilha,Média,Aberto,Guilherme,
324,01/01/2025 12:41,João Mendes,TI,Falha em equipamento,Usuário não consegue acessar o sistema,Média,Pendente,Gabriel,
323,26/01/2025 08:41,Mariana Dias,Comercial,Backup,Usuário não consegue acessar o sistema,Alta,Pendente,Gabriel,
322,07/12/2024 09:13,Mariana Dias,TI,Solicitação de software,Solicitação de instalação do Office,Crítica,Pendente,Paulo,
321,02/04/2025 10:47,Bruno Alves,RH,Solicitação de software,Usuário não consegue acessar o sistema,Média,Aberto,Gabriel,
320,03/12/2024 11:28,Ana Paula,Operações,Falha em equipamento,Erro ao abrir planilha,Alta,Aberto,Guilherme,
319,03/12/2024 12:39,Luciana Rocha,Logística,Solicitação de software,Troca de senha solicitada,Crítica,Em andamento,Guilherme,
318,05/03/2025 16:42,Fernando Lima,Logística,Solicitação de software,Solicitação de instalação do Office,Alta,Resolvido,Guilherme,06/03/2025 08:17
317,13/11/2024 15:55,Juliana Castro,Marketing,Acesso ao sistema,Usuário não consegue acessar o sistema,Crítica,Em andamento,Gabriel,
316,26/10/2024 08:51,Fernando Lima,Financeiro,Falha em equipamento,Usuário não consegue acessar o sistema,Média,Aberto,Guilherme,
315,17/12/2024 15:12,Bruno Alves,Operações,Backup,Troca de senha solicitada,Alta,Fechado,Gabriel,19/12/2024 08:07
314,12/12/2024 14:53,Bruno Alves,Logística,Erro em sistema,Erro ao abrir planilha,Baixa,Fechado,Gabriel,13/12/2024 14:53
313,31/01/2025 15:24,Ana Paula,Logística,Falha em equipamento,Solicitação de instalação do Office,Crítica,Resolvido,Gabriel,01/02/2025 12:24
312,21/03/2025 11:13,Luciana Rocha,Jurídico,Backup,Solicitação de instalação do Office,Crítica,Resolvido,Gabriel,23/03/2025 08:46
311,22/11/2024 10:16,Luciana Rocha,TI,Backup,Conexão com servidor instável,Média,Em andamento,Guilherme,
310,11/11/2024 10:31,Ana Paula,Jurídico,Backup,Erro ao abrir planilha,Alta,Pendente,Gabriel,
309,03/12/2024 11:24,Carlos Silva,RH,Troca de senha,Solicitação de instalação do Office,Baixa,Aberto,Gabriel,
308,02/04/2025 10:40,Carlos Silva,Financeiro,Acesso ao sistema,Solicitação de instalação do Office,Crítica,Pendente,Gabriel,
307,23/02/2025 14:52,Ana Paula,RH,Falha em equipamento,Usuário não consegue acessar o sistema,Crítica,Fechado,Guilherme,24/02/2025 08:34
306,18/02/2025 08:05,Juliana Castro,Logística,Falha em equipamento,Erro ao abrir planilha,Média,Pendente,Gabriel,
305,23/10/2024 09:32,Bruno Alves,Jurídico,Problemas de rede,Problema com impressão,Baixa,Pendente,Paulo,
304,08/11/2024 09:43,Luciana Rocha,Financeiro,Troca de senha,Conexão com servidor instável,Crítica,Resolvido,Guilherme,10/11/2024 12:43
303,22/03/2025 16:56,Carlos Silva,Operações,Falha em equipamento,Erro ao abrir planilha,Baixa,Pendente,Gabriel,
302,18/03/2025 09:03,Juliana Castro,Logística,Erro em sistema,Conexão com servidor instável,Alta,Fechado,Guilherme,19/03/2025 08:03
301,13/01/2025 14:25,Juliana Castro,Comercial,Solicitação de software,Erro ao abrir planilha,Crítica,Fechado,Guilherme,16/01/2025 11:25
300,29/01/2025 11:02,Luciana Rocha,Jurídico,Solicitação de software,Usuário não consegue acessar o sistema,Média,Pendente,Paulo,
299,19/10/2024 09:52,Fernando Lima,RH,Acesso ao sistema,Solicitação de instalação do Office,Baixa,Resolvido,Guilherme,21/10/2024 13:52
298,14/11/2024 13:18,Fernando Lima,Marketing,Backup,Usuário não consegue acessar o sistema,Média,Resolvido,Guilherme,16/11/2024 08:48
297,23/11/2024 12:56,Fernando Lima,Financeiro,Troca de senha,Troca de senha solicitada,Crítica,Fechado,Gabriel,24/11/2024 16:56
296,27/11/2024 14:38,Ana Paula,Marketing,Solicitação de software,Troca de senha solicitada,Alta,Em andamento,Gabriel,
295,11/02/2025 11:18,João Mendes,Financeiro,Falha em equipamento,Erro ao abrir planilha,Baixa,Em andamento,Paulo,
294,29/10/2024 16:50,Mariana Dias,Comercial,Acesso ao sistema,Usuário não consegue acessar o sistema,Baixa,Em andamento,Paulo,
293,04/04/2025 15:07,Bruno Alves,Jurídico,Troca de senha,Erro ao abrir planilha,Média,Em andamento,Gabriel,
292,08/01/2025 16:31,Fernando Lima,Jurídico,Falha em equipamento,Solicitação de instalação do Office,Alta,Em andamento,Guilherme,
291,15/01/2025 08:08,Ana Paula,Logística,Problemas de rede,Troca de senha solicitada,Crítica,Resolvido,Gabriel,18/01/2025 08:30
290,03/03/2025 09:54,Mariana Dias,TI,Problemas de rede,Solicitação de instalação do Office,Crítica,Resolvido,Gabriel,03/03/2025 18:03
289,12/03/2025 16:40,Carlos Silva,Logística,Solicitação de software,Solicitação de instalação do Office,Média,Pendente,Paulo,
288,25/02/2025 14:10,Mariana Dias,Logística,Erro em sistema,Problema com impressão,Crítica,Pendente,Gabriel,
287,03/11/2024 11:46,Juliana Castro,Jurídico,Erro em sistema,Erro ao abrir planilha,Crítica,Resolvido,Paulo,03/11/2024 18:46
286,06/03/2025 10:12,Fernando Lima,Operações,Falha em equipamento,Erro ao abrir planilha,Baixa,Resolvido,Guilherme,09/03/2025 08:15
285,24/03/2025 09:05,Fernando Lima,RH,Acesso ao sistema,Troca de senha solicitada,Média,Pendente,Guilherme,
284,25/02/2025 15:53,João Mendes,Marketing,Falha em equipamento,Troca de senha solicitada,Crítica,Em andamento,Guilherme,
283,02/02/2025 10:05,Juliana Castro,Jurídico,Erro em sistema,Conexão com servidor instável,Alta,Em andamento,Gabriel,
282,08/12/2024 08:35,Bruno Alves,TI,Erro em sistema,Usuário não consegue acessar o sistema,Crítica,Fechado,Gabriel,08/12/2024 15:35
281,12/02/2025 08:19,Bruno Alves,Jurídico,Problemas de rede,Solicitação de instalação do Office,Média,Em andamento,Guilherme,
280,04/04/2025 16:12,Ana Paula,RH,Falha em equipamento,Troca de senha solicitada,Baixa,Pendente,Gabriel,
279,06/01/2025 15:41,Mariana Dias,Financeiro,Erro em sistema,Usuário não consegue acessar o sistema,Média,Em andamento,Guilherme,
278,15/12/2024 14:19,Juliana Castro,Comercial,Problemas de rede,Solicitação de instalação do Office,Média,Aberto,Guilherme,
277,20/02/2025 11:32,Bruno Alves,Marketing,Backup,Conexão com servidor instável,Média,Pendente,Gabriel,
276,15/01/2025 11:38,Juliana Castro,Comercial,Acesso ao sistema,Conexão com servidor instável,Baixa,Resolvido,Paulo,15/01/2025 12:38
275,19/02/2025 15:00,Ana Paula,Operações,Erro em sistema,Solicitação de instalação do Office,Crítica,Aberto,Guilherme,
274,14/12/2024 12:47,Luciana Rocha,RH,Troca de senha,Erro ao abrir planilha,Média,Pendente,Gabriel,
273,27/02/2025 09:09,Juliana Castro,Financeiro,Troca de senha,Usuário não consegue acessar o sistema,Crítica,Fechado,Gabriel,01/03/2025 18:09
272,24/01/2025 13:57,Juliana Castro,Comercial,Solicitação de software,Problema com impressão,Baixa,Pendente,Gabriel,
271,20/10/2024 11:47,Luciana Rocha,Operações,Troca de senha,Conexão com servidor instável,Crítica,Resolvido,Gabriel,22/10/2024 18:47
270,05/03/2025 12:13,Carlos Silva,Financeiro,Solicitação de software,Problema com impressão,Crítica,Resolvido,Gabriel,08/03/2025 08:01
269,12/01/2025 11:23,Carlos Silva,Marketing,Solicitação de software,Usuário não consegue acessar o sistema,Baixa,Resolvido,Guilherme,14/01/2025 16:23
268,25/12/2024 11:43,Carlos Silva,Logística,Acesso ao sistema,Problema com impressão,Alta,Resolvido,Guilherme,27/12/2024 12:43
267,11/01/2025 14:40,Ana Paula,TI,Troca de senha,Problema com impressão,Baixa,Fechado,Guilherme,12/01/2025 08:35
266,21/01/2025 16:38,Juliana Castro,Operações,Solicitação de software,Troca de senha solicitada,Alta,Pendente,Gabriel,
265,29/12/2024 13:46,Ana Paula,Jurídico,Problemas de rede,Erro ao abrir planilha,Alta,Aberto,Guilherme,
264,21/02/2025 13:19,João Mendes,Financeiro,Erro em sistema,Troca de senha solicitada,Alta,Em andamento,Gabriel,
263,16/02/2025 13:47,Fernando Lima,Comercial,Solicitação de software,Usuário não consegue acessar o sistema,Alta,Em andamento,Guilherme,
262,27/02/2025 11:27,Ana Paula,Jurídico,Solicitação de software,Erro ao abrir planilha,Alta,Resolvido,Gabriel,01/03/2025 18:34
261,31/03/2025 10:06,Luciana Rocha,Operações,Problemas de rede,Troca de senha solicitada,Média,Pendente,Paulo,
260,18/10/2024 11:48,Mariana Dias,Marketing,Erro em sistema,Problema com impressão,Baixa,Resolvido,Guilherme,19/10/2024 09:48
259,19/11/2024 13:24,Fernando Lima,Logística,Backup,Solicitação de instalação do Office,Média,Fechado,Guilherme,21/11/2024 18:02
258,14/01/2025 13:19,Bruno Alves,Operações,Falha em equipamento,Problema com impressão,Média,Aberto,Gabriel,
257,21/01/2025 11:40,Luciana Rocha,Operações,Erro em sistema,Problema com impressão,Média,Fechado,Gabriel,22/01/2025 08:25
256,24/01/2025 11:14,Carlos Silva,Jurídico,Problemas de rede,Usuário não consegue acessar o sistema,Baixa,Pendente,Guilherme,
255,19/12/2024 15:46,João Mendes,Operações,Solicitação de software,Problema com impressão,Crítica,Em andamento,Gabriel,
254,09/03/2025 09:52,Luciana Rocha,Operações,Erro em sistema,Usuário não consegue acessar o sistema,Baixa,Em andamento,Gabriel,
253,20/01/2025 13:18,Mariana Dias,Comercial,Problemas de rede,Troca de senha solicitada,Crítica,Resolvido,Gabriel,23/01/2025 08:15
252,24/12/2024 10:28,Fernando Lima,Comercial,Falha em equipamento,Troca de senha solicitada,Baixa,Aberto,Gabriel,
251,16/02/2025 12:35,Juliana Castro,Comercial,Erro em sistema,Erro ao abrir planilha,Crítica,Fechado,Gabriel,17/02/2025 16:35
250,07/03/2025 09:19,Juliana Castro,Financeiro,Problemas de rede,Troca de senha solicitada,Baixa,Pendente,Gabriel,
249,20/11/2024 08:25,Mariana Dias,TI,Falha em equipamento,Solicitação de instalação do Office,Média,Fechado,Paulo,21/11/2024 13:25
248,17/03/2025 10:50,Fernando Lima,RH,Acesso ao sistema,Solicitação de instalação do Office,Crítica,Aberto,Guilherme,
247,04/04/2025 11:09,Bruno Alves,RH,Acesso ao sistema,Conexão com servidor instável,Crítica,Pendente,Gabriel,
246,08/11/2024 09:52,Juliana Castro,TI,Troca de senha,Conexão com servidor instável,Alta,Aberto,Gabriel,
245,07/12/2024 16:13,Carlos Silva,Financeiro,Problemas de rede,Troca de senha solicitada,Alta,Resolvido,Gabriel,10/12/2024 10:13
244,01/01/2025 13:26,Mariana Dias,Comercial,Solicitação de software,Erro ao abrir planilha,Alta,Fechado,Gabriel,02/01/2025 15:26
243,16/10/2024 09:40,Fernando Lima,Jurídico,Acesso ao sistema,Solicitação de instalação do Office,Crítica,Aberto,Guilherme,
242,16/03/2025 14:44,Juliana Castro,TI,Problemas de rede,Conexão com servidor instável,Baixa,Aberto,Guilherme,
241,05/01/2025 13:58,Ana Paula,Operações,Solicitação de software,Troca de senha solicitada,Alta,Aberto,Guilherme,
240,26/03/2025 10:08,Luciana Rocha,Financeiro,Solicitação de software,Solicitação de instalação do Office,Média,Resolvido,Gabriel,26/03/2025 15:08
239,13/03/2025 15:08,Bruno Alves,Marketing,Erro em sistema,Usuário não consegue acessar o sistema,Média,Pendente,Paulo,
238,18/10/2024 12:47,Luciana Rocha,Financeiro,Acesso ao sistema,Usuário não consegue acessar o sistema,Crítica,Pendente,Paulo,
237,05/12/2024 11:49,Bruno Alves,Jurídico,Solicitação de software,Erro ao abrir planilha,Alta,Fechado,Guilherme,06/12/2024 16:49
236,20/10/2024 14:09,Carlos Silva,Logística,Acesso ao sistema,Usuário não consegue acessar o sistema,Baixa,Fechado,Gabriel,21/10/2024 08:32
235,09/01/2025 13:42,Luciana Rocha,Jurídico,Falha em equipamento,Solicitação de instalação do Office,Baixa,Em andamento,Gabriel,
234,29/12/2024 14:05,João Mendes,Operações,Solicitação de software,Erro ao abrir planilha,Média,Fechado,Gabriel,29/12/2024 15:05
233,13/11/2024 08:22,Ana Paula,Financeiro,Falha em equipamento,Problema com impressão,Média,Em andamento,Gabriel,
232,02/12/2024 08:03,Mariana Dias,Comercial,Solicitação de software,Erro ao abrir planilha,Alta,Em andamento,Gabriel,
231,21/10/2024 14:59,João Mendes,Logística,Erro em sistema,Solicitação de instalação do Office,Baixa,Fechado,Guilherme,21/10/2024 17:59
230,26/02/2025 12:34,Fernando Lima,Marketing,Problemas de rede,Troca de senha solicitada,Baixa,Aberto,Gabriel,
229,23/10/2024 15:26,Juliana Castro,Financeiro,Falha em equipamento,Problema com impressão,Alta,Fechado,Paulo,26/10/2024 11:26
228,06/01/2025 08:40,Ana Paula,Marketing,Solicitação de software,Solicitação de instalação do Office,Crítica,Aberto,Gabriel,
227,20/01/2025 10:11,Juliana Castro,RH,Backup,Troca de senha solicitada,Média,Aberto,Guilherme,
226,13/10/2024 16:41,Bruno Alves,TI,Troca de senha,Solicitação de instalação do Office,Alta,Resolvido,Gabriel,13/10/2024 18:53
225,03/03/2025 16:59,João Mendes,Marketing,Solicitação de software,Solicitação de instalação do Office,Alta,Resolvido,Gabriel,04/03/2025 14:59
224,30/11/2024 09:04,Carlos Silva,RH,Troca de senha,Problema com impressão,Alta,Pendente,Gabriel,
223,01/12/2024 12:12,Juliana Castro,Financeiro,Erro em sistema,Solicitação de instalação do Office,Média,Em andamento,Gabriel,
222,17/03/2025 11:58,Juliana Castro,TI,Backup,Usuário não consegue acessar o sistema,Crítica,Fechado,Guilherme,17/03/2025 15:58
221,20/12/2024 08:06,Luciana Rocha,RH,Troca de senha,Erro ao abrir planilha,Média,Fechado,Gabriel,21/12/2024 08:01
220,21/03/2025 14:36,Juliana Castro,RH,Troca de senha,Problema com impressão,Crítica,Aberto,Guilherme,
219,04/02/2025 12:11,Mariana Dias,Financeiro,Falha em equipamento,Solicitação de instalação do Office,Alta,Aberto,Guilherme,
218,08/01/2025 10:23,Luciana Rocha,Logística,Backup,Conexão com servidor instável,Média,Pendente,Gabriel,
217,17/01/2025 11:23,Fernando Lima,Operações,Acesso ao sistema,Solicitação de instalação do Office,Alta,Fechado,Gabriel,18/01/2025 13:23
216,02/01/2025 15:12,Luciana Rocha,TI,Falha em equipamento,Solicitação de instalação do Office,Alta,Resolvido,Gabriel,05/01/2025 08:04
215,03/12/2024 08:40,João Mendes,Comercial,Falha em equipamento,Problema com impressão,Baixa,Aberto,Gabriel,
214,24/12/2024 10:26,Luciana Rocha,Financeiro,Troca de senha,Solicitação de instalação do Office,Média,Aberto,Gabriel,
213,11/03/2025 12:46,Fernando Lima,Comercial,Falha em equipamento,Erro ao abrir planilha,Crítica,Em andamento,Gabriel,
212,02/12/2024 13:39,Ana Paula,Operações,Erro em sistema,Problema com impressão,Baixa,Aberto,Guilherme,
211,10/03/2025 15:44,João Mendes,Marketing,Solicitação de software,Problema com impressão,Crítica,Pendente,Gabriel,
210,22/02/2025 10:19,Carlos Silva,Comercial,Erro em sistema,Erro ao abrir planilha,Crítica,Em andamento,Gabriel,
209,02/11/2024 09:45,Mariana Dias,RH,Erro em sistema,Conexão com servidor instável,Baixa,Aberto,Gabriel,
208,28/11/2024 09:59,Luciana Rocha,Jurídico,Erro em sistema,Conexão com servidor instável,Alta,Resolvido,Gabriel,30/11/2024 08:46
207,14/01/2025 10:27,Mariana Dias,Comercial,Troca de senha,Troca de senha solicitada,Baixa,Pendente,Paulo,
206,05/04/2025 10:48,Carlos Silva,TI,Backup,Problema com impressão,Baixa,Em andamento,Gabriel,
205,05/02/2025 13:17,Bruno Alves,Logística,Erro em sistema,Problema com impressão,Média,Em andamento,Gabriel,
204,22/01/2025 16:54,Bruno Alves,Comercial,Falha em equipamento,Troca de senha solicitada,Crítica,Fechado,Gabriel,24/01/2025 08:55
203,10/10/2024 10:09,Juliana Castro,Marketing,Problemas de rede,Conexão com servidor instável,Média,Aberto,Gabriel,
202,19/02/2025 11:16,Bruno Alves,Financeiro,Troca de senha,Erro ao abrir planilha,Alta,Fechado,Paulo,20/02/2025 08:11
201,17/01/2025 12:12,Mariana Dias,Jurídico,Problemas de rede,Solicitação de instalação do Office,Baixa,Fechado,Gabriel,18/01/2025 18:12
200,26/02/2025 15:00,Carlos Silva,Marketing,Problemas de rede,Conexão com servidor instável,Média,Aberto,Guilherme,
199,01/03/2025 11:52,Fernando Lima,Comercial,Backup,Solicitação de instalação do Office,Crítica,Pendente,Gabriel,
198,29/01/2025 13:52,Juliana Castro,Logística,Acesso ao sistema,Solicitação de instalação do Office,Média,Resolvido,Guilherme,31/01/2025 08:41
197,26/02/2025 08:51,Luciana Rocha,RH,Solicitação de software,Conexão com servidor instável,Alta,Pendente,Gabriel,
196,28/11/2024 13:38,Juliana Castro,TI,Solicitação de software,Usuário não consegue acessar o sistema,Média,Em andamento,Gabriel,
195,20/01/2025 14:29,Carlos Silva,RH,Problemas de rede,Solicitação de instalação do Office,Média,Pendente,Guilherme,
194,30/12/2024 16:33,Ana Paula,Comercial,Backup,Solicitação de instalação do Office,Baixa,Em andamento,Gabriel,
193,13/12/2024 13:19,Juliana Castro,Jurídico,Falha em equipamento,Troca de senha solicitada,Alta,Fechado,Guilherme,16/12/2024 08:27
192,29/12/2024 11:03,Fernando Lima,Jurídico,Erro em sistema,Erro ao abrir planilha,Baixa,Em andamento,Gabriel,
191,11/10/2024 12:03,João Mendes,Financeiro,Troca de senha,Solicitação de instalação do Office,Alta,Resolvido,Paulo,12/10/2024 08:40
190,02/12/2024 09:21,Mariana Dias,Jurídico,Solicitação de software,Usuário não consegue acessar o sistema,Média,Em andamento,Paulo,
189,07/02/2025 16:28,Luciana Rocha,Operações,Acesso ao sistema,Troca de senha solicitada,Média,Pendente,Guilherme,
188,12/12/2024 16:02,Mariana Dias,Financeiro,Falha em equipamento,Conexão com servidor instável,Alta,Em andamento,Paulo,
187,12/11/2024 14:37,João Mendes,Jurídico,Solicitação de software,Solicitação de instalação do Office,Crítica,Em andamento,Gabriel,
186,17/03/2025 12:20,Mariana Dias,Operações,Backup,Conexão com servidor instável,Crítica,Em andamento,Guilherme,
185,02/04/2025 14:25,Fernando Lima,TI,Solicitação de software,Erro ao abrir planilha,Baixa,Resolvido,Paulo,03/04/2025 09:25
184,20/11/2024 09:26,Mariana Dias,TI,Troca de senha,Troca de senha solicitada,Média,Resolvido,Gabriel,23/11/2024 08:09
183,18/03/2025 08:50,Bruno Alves,Financeiro,Falha em equipamento,Solicitação de instalação do Office,Crítica,Fechado,Gabriel,19/03/2025 08:50
182,09/01/2025 16:48,Carlos Silva,Financeiro,Acesso ao sistema,Problema com impressão,Média,Pendente,Gabriel,
181,12/12/2024 14:51,Juliana Castro,Operações,Troca de senha,Troca de senha solicitada,Média,Resolvido,Guilherme,14/12/2024 18:51
180,02/03/2025 16:43,João Mendes,Jurídico,Troca de senha,Problema com impressão,Crítica,Aberto,Guilherme,
179,16/12/2024 16:48,Mariana Dias,Jurídico,Solicitação de software,Erro ao abrir planilha,Média,Resolvido,Guilherme,18/12/2024 15:48
178,09/02/2025 11:46,João Mendes,Financeiro,Backup,Solicitação de instalação do Office,Crítica,Resolvido,Gabriel,10/02/2025 08:46
177,20/11/2024 13:01,Carlos Silva,Jurídico,Troca de senha,Problema com impressão,Crítica,Resolvido,Gabriel,21/11/2024 18:27
176,13/12/2024 10:04,Mariana Dias,Operações,Falha em equipamento,Troca de senha solicitada,Baixa,Aberto,Gabriel,
175,22/10/2024 15:48,João Mendes,TI,Acesso ao sistema,Usuário não consegue acessar o sistema,Crítica,Fechado,Guilherme,23/10/2024 08:48
174,05/04/2025 13:22,Carlos Silva,Jurídico,Solicitação de software,Conexão com servidor instável,Baixa,Pendente,Gabriel,
173,17/01/2025 08:39,Bruno Alves,Marketing,Erro em sistema,Problema com impressão,Crítica,Pendente,Paulo,
172,19/11/2024 16:29,Mariana Dias,RH,Falha em equipamento,Problema com impressão,Média,Em andamento,Paulo,
171,16/02/2025 13:01,Carlos Silva,Marketing,Solicitação de software,Troca de senha solicitada,Baixa,Aberto,Gabriel,
170,21/11/2024 11:57,Luciana Rocha,Marketing,Backup,Conexão com servidor instável,Crítica,Resolvido,Gabriel,24/11/2024 08:26
169,30/01/2025 15:41,Mariana Dias,Operações,Falha em equipamento,Troca de senha solicitada,Baixa,Fechado,Guilherme,01/02/2025 08:34
168,20/12/2024 14:30,Carlos Silva,Comercial,Erro em sistema,Troca de senha solicitada,Crítica,Em andamento,Paulo,
167,29/10/2024 15:28,Fernando Lima,Operações,Solicitação de software,Troca de senha solicitada,Baixa,Em andamento,Gabriel,
166,25/11/2024 14:05,Juliana Castro,Jurídico,Problemas de rede,Problema com impressão,Baixa,Pendente,Guilherme,
165,09/11/2024 15:21,Carlos Silva,Marketing,Solicitação de software,Conexão com servidor instável,Alta,Fechado,Gabriel,10/11/2024 08:53
164,12/03/2025 16:03,Carlos Silva,Logística,Erro em sistema,Usuário não consegue acessar o sistema,Baixa,Resolvido,Guilherme,13/03/2025 15:03
163,14/02/2025 13:03,Fernando Lima,Financeiro,Solicitação de software,Troca de senha solicitada,Média,Em andamento,Guilherme,
162,21/10/2024 14:13,Bruno Alves,Marketing,Problemas de rede,Erro ao abrir planilha,Alta,Fechado,Gabriel,24/10/2024 08:42
161,21/01/2025 12:16,Ana Paula,Operações,Problemas de rede,Erro ao abrir planilha,Alta,Pendente,Guilherme,
160,15/11/2024 09:33,Ana Paula,Logística,Falha em equipamento,Solicitação de instalação do Office,Alta,Fechado,Guilherme,17/11/2024 18:37
159,11/12/2024 16:46,João Mendes,Logística,Erro em sistema,Problema com impressão,Crítica,Fechado,Guilherme,12/12/2024 16:46
158,28/10/2024 15:26,Ana Paula,Financeiro,Troca de senha,Troca de senha solicitada,Baixa,Em andamento,Paulo,
157,23/01/2025 15:37,Fernando Lima,TI,Solicitação de software,Conexão com servidor instável,Crítica,Em andamento,Gabriel,
156,05/04/2025 12:13,Mariana Dias,Operações,Problemas de rede,Problema com impressão,Baixa,Resolvido,Paulo,07/04/2025 08:07
